x,y,Grade,id.x,label,na.x,Race,School,Sex,size,vertex.names,xend,yend,id.y,na.y
0.2564793626440797,0.7246543181968148,10,32,32,FALSE,White,1,Male,2.0,32,0.2564793626440797,0.7246543181968148,NA,NA
0.23018140226389192,0.5938275747587842,10,33,33,FALSE,White,1,Male,13.0,33,0.23018140226389192,0.5938275747587842,NA,NA
0.5895715942229165,0.6025743555490137,9,34,34,FALSE,White,1,Male,3.0,34,0.5895715942229165,0.6025743555490137,NA,NA
0.4879221052188103,0.6048512291117565,9,35,35,FALSE,White,1,Male,25.0,35,0.4879221052188103,0.6048512291117565,NA,NA
0.3534282664318702,0.37643123912850934,11,36,36,FALSE,Other,1,Female,11.0,36,0.3534282664318702,0.37643123912850934,NA,NA
0.24579762009480213,0.49831359823582005,11,37,37,FALSE,White,1,Male,10.0,37,0.24579762009480213,0.49831359823582005,NA,NA
0.24579748959799727,0.43129235969315877,11,38,38,FALSE,White,1,Male,18.0,38,0.24579748959799727,0.43129235969315877,NA,NA
0.379094990419051,0.6301016565891709,9,39,39,FALSE,White,1,Female,15.0,39,0.379094990419051,0.6301016565891709,NA,NA
0.42285254717661347,0.45123630688198185,10,40,40,FALSE,White,1,Female,4.0,40,0.42285254717661347,0.45123630688198185,NA,NA
0.31132414159790517,0.4491412518673534,10,41,41,FALSE,Other,1,Female,13.0,41,0.31132414159790517,0.4491412518673534,NA,NA
0.3773068484566849,0.5226559435117558,11,42,42,FALSE,Other,1,Male,9.0,42,0.3773068484566849,0.5226559435117558,NA,NA
0.34506663459673165,0.4821543209125619,12,43,43,FALSE,White,1,Female,10.0,43,0.34506663459673165,0.4821543209125619,NA,NA
0.7058518729421824,0.7643550912171936,9,44,44,FALSE,Other,1,Female,1.0,44,0.7058518729421824,0.7643550912171936,NA,NA
0.43591700574808095,0.5944164402254362,9,45,45,FALSE,White,1,Male,13.0,45,0.43591700574808095,0.5944164402254362,NA,NA
0.0,0.4746604892659635,9,46,46,FALSE,White,1,Female,1.0,46,0.0,0.4746604892659635,NA,NA
0.3713273178797962,0.4084202300429307,11,47,47,FALSE,White,1,Female,13.0,47,0.3713273178797962,0.4084202300429307,NA,NA
0.6088672767956959,0.5285560087809686,9,48,48,FALSE,White,1,Female,10.0,48,0.6088672767956959,0.5285560087809686,NA,NA
0.3713363691238083,0.5523891728200139,9,49,49,FALSE,Other,1,Male,14.0,49,0.3713363691238083,0.5523891728200139,NA,NA
0.40075958608541074,0.5717351709559185,9,50,50,FALSE,White,1,Female,9.0,50,0.40075958608541074,0.5717351709559185,NA,NA
0.4344332555434292,0.7027068929046426,12,51,51,FALSE,White,1,Female,9.0,51,0.4344332555434292,0.7027068929046426,NA,NA
0.4847383182524553,0.7829396265762055,12,52,52,FALSE,White,1,Male,1.0,52,0.4847383182524553,0.7829396265762055,NA,NA
0.11847362605964831,0.5752503510075697,12,53,53,FALSE,White,1,Female,4.0,53,0.11847362605964831,0.5752503510075697,NA,NA
0.16152763168315384,0.2939619549322397,10,54,54,FALSE,White,1,Female,1.0,54,0.16152763168315384,0.2939619549322397,NA,NA
0.6670808690890291,1.0,10,55,55,FALSE,White,1,Female,0.0,55,0.6670808690890291,1.0,NA,NA
0.26156760712456334,0.5303355224532053,10,56,56,FALSE,White,1,Female,11.0,56,0.26156760712456334,0.5303355224532053,NA,NA
0.27270299359801875,0.7417292777488128,10,57,57,FALSE,Other,1,Male,4.0,57,0.27270299359801875,0.7417292777488128,NA,NA
0.43647626760584307,0.3095771361443987,12,58,58,FALSE,White,1,Female,6.0,58,0.43647626760584307,0.3095771361443987,NA,NA
0.4444008766461069,0.29810982593810553,12,59,59,FALSE,White,1,Female,4.0,59,0.4444008766461069,0.29810982593810553,NA,NA
0.23774927554394032,0.5501351581935177,11,60,60,FALSE,White,1,Male,16.0,60,0.23774927554394032,0.5501351581935177,NA,NA
0.28242622297201764,0.5693295675260316,11,61,61,FALSE,White,1,Male,17.0,61,0.28242622297201764,0.5693295675260316,NA,NA
0.5320196850507468,0.7542803150701658,11,62,62,FALSE,White,1,Male,1.0,62,0.5320196850507468,0.7542803150701658,NA,NA
0.34053536824429925,0.4140929727422275,11,63,63,FALSE,White,1,Male,20.0,63,0.34053536824429925,0.4140929727422275,NA,NA
0.6247150022801081,0.5651836465341766,9,64,64,FALSE,White,1,Female,8.0,64,0.6247150022801081,0.5651836465341766,NA,NA
0.3768782575207095,0.5642731237599988,9,65,65,FALSE,White,1,Female,4.0,65,0.3768782575207095,0.5642731237599988,NA,NA
0.23246985284179406,0.4046964605786597,11,66,66,FALSE,White,1,Male,5.0,66,0.23246985284179406,0.4046964605786597,NA,NA
0.6228208577537716,0.5410481193893385,9,67,67,FALSE,White,1,Female,13.0,67,0.6228208577537716,0.5410481193893385,NA,NA
0.483894246173094,0.5029585926945325,10,68,68,FALSE,Not Listed,1,Male,4.0,68,0.483894246173094,0.5029585926945325,NA,NA
0.42549100716881033,0.5731020321325049,9,69,69,FALSE,White,1,Female,5.0,69,0.42549100716881033,0.5731020321325049,NA,NA
0.442910450174067,0.6751448416975754,9,70,70,FALSE,White,1,Female,7.0,70,0.442910450174067,0.6751448416975754,NA,NA
0.3483626361975904,0.5465591653441129,9,71,71,FALSE,White,1,Female,17.0,71,0.3483626361975904,0.5465591653441129,NA,NA
0.28273578141884803,0.6763384367431189,11,72,72,FALSE,White,1,Male,3.0,72,0.28273578141884803,0.6763384367431189,NA,NA
0.24089105874348823,0.5376787160367159,10,73,73,FALSE,White,1,Female,14.0,73,0.24089105874348823,0.5376787160367159,NA,NA
0.23343605036081527,0.5392442281776302,11,74,74,FALSE,White,1,Female,12.0,74,0.23343605036081527,0.5392442281776302,NA,NA
0.45485776468595907,0.5467672529911456,10,75,75,FALSE,White,1,Male,8.0,75,0.45485776468595907,0.5467672529911456,NA,NA
0.4717417329841879,0.3930532997619719,12,76,76,FALSE,White,1,Female,7.0,76,0.4717417329841879,0.3930532997619719,NA,NA
0.40739281514610315,0.4860082560035728,0,77,77,FALSE,White,1,Female,13.0,77,0.40739281514610315,0.4860082560035728,NA,NA
0.3476442519964281,0.5317424561930983,11,78,78,FALSE,White,1,Male,22.0,78,0.3476442519964281,0.5317424561930983,NA,NA
0.3639929222480352,0.5862101374939326,10,79,79,FALSE,White,1,Male,4.0,79,0.3639929222480352,0.5862101374939326,NA,NA
0.35483173822249997,0.8268456006579392,11,80,80,FALSE,White,1,Female,5.0,80,0.35483173822249997,0.8268456006579392,NA,NA
0.6911676887900254,0.9393573244657528,9,81,81,FALSE,White,1,Male,0.0,81,0.6911676887900254,0.9393573244657528,NA,NA
0.16881753844385683,0.4533773093048761,12,82,82,FALSE,White,1,Female,3.0,82,0.16881753844385683,0.4533773093048761,NA,NA
0.5843004976465618,0.08113745360014826,12,83,83,FALSE,White,1,Female,0.0,83,0.5843004976465618,0.08113745360014826,NA,NA
0.2849594632684433,0.587478116244303,10,84,84,FALSE,White,1,Female,11.0,84,0.2849594632684433,0.587478116244303,NA,NA
0.27878220761950434,0.5122062248014664,11,85,85,FALSE,White,1,Male,16.0,85,0.27878220761950434,0.5122062248014664,NA,NA
0.23235646379409292,0.7389300393583649,10,86,86,FALSE,White,1,Female,3.0,86,0.23235646379409292,0.7389300393583649,NA,NA
0.4892127634473251,0.6267418617607599,12,87,87,FALSE,White,1,Male,6.0,87,0.4892127634473251,0.6267418617607599,NA,NA
0.4256993229142489,0.5257310244828892,12,88,88,FALSE,White,1,Female,6.0,88,0.4256993229142489,0.5257310244828892,NA,NA
0.37855817210557713,0.4787833925458169,12,89,89,FALSE,White,1,Male,7.0,89,0.37855817210557713,0.4787833925458169,NA,NA
0.32383925897045523,0.6124373328021033,11,90,90,FALSE,White,1,Female,14.0,90,0.32383925897045523,0.6124373328021033,NA,NA
0.3414207325919478,0.41172647053511024,12,91,91,FALSE,White,1,Male,3.0,91,0.3414207325919478,0.41172647053511024,NA,NA
0.4350060328041438,0.6431266515474893,9,92,92,FALSE,White,1,Female,12.0,92,0.4350060328041438,0.6431266515474893,NA,NA
0.39997320880687154,0.39812127262246877,12,93,93,FALSE,White,1,Female,10.0,93,0.39997320880687154,0.39812127262246877,NA,NA
0.35180024205312616,0.42490105557704044,11,94,94,FALSE,White,1,Female,13.0,94,0.35180024205312616,0.42490105557704044,NA,NA
0.2803203087441721,0.6281508977283328,10,95,95,FALSE,White,1,Male,7.0,95,0.2803203087441721,0.6281508977283328,NA,NA
0.29894640917863846,0.568070756424531,12,96,96,FALSE,White,1,Male,9.0,96,0.29894640917863846,0.568070756424531,NA,NA
0.2894785213473704,0.5574317594160441,11,97,97,FALSE,White,1,Male,18.0,97,0.2894785213473704,0.5574317594160441,NA,NA
0.4401338480291751,0.4063520288664489,10,98,98,FALSE,White,1,Male,3.0,98,0.4401338480291751,0.4063520288664489,NA,NA
0.4146288536824842,0.7186118709067096,11,99,99,FALSE,White,1,Female,10.0,99,0.4146288536824842,0.7186118709067096,NA,NA
0.3705765731804224,0.6373242111871611,10,100,100,FALSE,White,1,Male,13.0,100,0.3705765731804224,0.6373242111871611,NA,NA
0.5409180639612211,0.716297716797367,9,101,101,FALSE,White,1,Male,5.0,101,0.5409180639612211,0.716297716797367,NA,NA
0.4125827907354251,0.581037594033661,9,102,102,FALSE,White,1,Male,11.0,102,0.4125827907354251,0.581037594033661,NA,NA
0.34038076989460775,0.5124238352941455,12,103,103,FALSE,White,1,Male,13.0,103,0.34038076989460775,0.5124238352941455,NA,NA
0.34863950507409347,0.36588772766286,11,104,104,FALSE,White,1,Female,14.0,104,0.34863950507409347,0.36588772766286,NA,NA
0.3085104678235371,0.6648731128110736,10,105,105,FALSE,White,1,Male,10.0,105,0.3085104678235371,0.6648731128110736,NA,NA
0.19421586072820918,0.47283447425170605,12,106,106,FALSE,White,1,Male,12.0,106,0.19421586072820918,0.47283447425170605,NA,NA
0.2915872777377792,0.4173726066347258,10,107,107,FALSE,White,1,Male,8.0,107,0.2915872777377792,0.4173726066347258,NA,NA
0.37630969282723375,0.28270570781436044,11,108,108,FALSE,White,1,Female,6.0,108,0.37630969282723375,0.28270570781436044,NA,NA
0.5090199980981251,0.5577921967783589,11,109,109,FALSE,White,1,Male,5.0,109,0.5090199980981251,0.5577921967783589,NA,NA
0.439064939438339,0.3685402816108281,12,110,110,FALSE,White,1,Male,3.0,110,0.439064939438339,0.3685402816108281,NA,NA
0.23991220349845568,0.3885647856307147,10,111,111,FALSE,White,1,Female,7.0,111,0.23991220349845568,0.3885647856307147,NA,NA
0.30529464158663183,0.48825690933907173,11,112,112,FALSE,White,1,Male,10.0,112,0.30529464158663183,0.48825690933907173,NA,NA
0.30382915929665744,0.4283153745440851,11,113,113,FALSE,White,1,Male,16.0,113,0.30382915929665744,0.4283153745440851,NA,NA
0.33006755469209303,0.4224435193164956,11,114,114,FALSE,White,1,Male,11.0,114,0.33006755469209303,0.4224435193164956,NA,NA
0.3530412553660663,0.564138145811457,11,115,115,FALSE,White,1,Female,6.0,115,0.3530412553660663,0.564138145811457,NA,NA
0.3724824816552325,0.39509086858642806,11,116,116,FALSE,White,1,Female,10.0,116,0.3724824816552325,0.39509086858642806,NA,NA
0.4021823249218637,0.3237244160690398,12,117,117,FALSE,White,1,Female,3.0,117,0.4021823249218637,0.3237244160690398,NA,NA
0.33006763887055673,0.504958440995768,10,118,118,FALSE,White,1,Male,11.0,118,0.33006763887055673,0.504958440995768,NA,NA
0.3367810605745074,0.4910778048235046,10,119,119,FALSE,White,1,Female,17.0,119,0.3367810605745074,0.4910778048235046,NA,NA
0.38830842780508995,0.6384450185280895,9,120,120,FALSE,White,1,Female,11.0,120,0.38830842780508995,0.6384450185280895,NA,NA
0.426648022564806,0.7361269243988005,12,121,121,FALSE,White,1,Female,5.0,121,0.426648022564806,0.7361269243988005,NA,NA
0.2721179249355403,0.6161749469884065,9,122,122,FALSE,White,1,Female,6.0,122,0.2721179249355403,0.6161749469884065,NA,NA
0.4149096763106146,0.5314977211326875,11,123,123,FALSE,White,1,Male,8.0,123,0.4149096763106146,0.5314977211326875,NA,NA
0.17371065113309872,0.5051317097866065,11,124,124,FALSE,White,1,Female,14.0,124,0.17371065113309872,0.5051317097866065,NA,NA
0.10161320219124556,0.4732714515222766,10,125,125,FALSE,White,1,Female,5.0,125,0.10161320219124556,0.4732714515222766,NA,NA
0.2459275139403591,0.5106285295906635,10,126,126,FALSE,White,1,Female,13.0,126,0.2459275139403591,0.5106285295906635,NA,NA
0.30200194848127626,0.46248424847672315,10,127,127,FALSE,White,1,Female,13.0,127,0.30200194848127626,0.46248424847672315,NA,NA
0.2596788808721069,0.593784989907404,9,128,128,FALSE,Other,1,Female,6.0,128,0.2596788808721069,0.593784989907404,NA,NA
0.1632172247400989,0.5265928189764918,12,129,129,FALSE,White,1,Female,9.0,129,0.1632172247400989,0.5265928189764918,NA,NA
0.6367608373339728,0.5969885189586737,9,130,130,FALSE,White,1,Male,2.0,130,0.6367608373339728,0.5969885189586737,NA,NA
0.44607365677184735,0.6966184037963892,12,131,131,FALSE,American Indian,1,Female,14.0,131,0.44607365677184735,0.6966184037963892,NA,NA
0.384815164756713,0.6672722473508841,11,132,132,FALSE,American Indian,1,Female,9.0,132,0.384815164756713,0.6672722473508841,NA,NA
0.4078834957855999,0.3701118601303969,11,133,133,FALSE,White,1,Female,10.0,133,0.4078834957855999,0.3701118601303969,NA,NA
0.41265767148638216,0.5665141640633525,12,134,134,FALSE,White,1,Male,10.0,134,0.41265767148638216,0.5665141640633525,NA,NA
0.3589129418459838,0.7238556084016748,10,135,135,FALSE,White,1,Male,6.0,135,0.3589129418459838,0.7238556084016748,NA,NA
0.32268683570781836,0.5555120119261271,10,136,136,FALSE,White,1,Male,5.0,136,0.32268683570781836,0.5555120119261271,NA,NA
0.2575172483180679,0.48444020189631165,12,137,137,FALSE,White,1,Female,14.0,137,0.2575172483180679,0.48444020189631165,NA,NA
0.2713916871636864,0.48323987645576444,12,138,138,FALSE,White,1,Male,10.0,138,0.2713916871636864,0.48323987645576444,NA,NA
0.29267267778727585,0.5942006919584294,10,139,139,FALSE,White,1,Female,18.0,139,0.29267267778727585,0.5942006919584294,NA,NA
0.5078607981619694,0.42593990590465786,9,140,140,FALSE,White,1,Female,8.0,140,0.5078607981619694,0.42593990590465786,NA,NA
0.4344031463613092,0.45777876902203835,10,141,141,FALSE,White,1,Female,11.0,141,0.4344031463613092,0.45777876902203835,NA,NA
0.3120543491513561,0.46753924930450397,12,142,142,FALSE,White,1,Male,12.0,142,0.3120543491513561,0.46753924930450397,NA,NA
0.40659995038438895,0.5291372536692014,12,143,143,FALSE,White,1,Male,15.0,143,0.40659995038438895,0.5291372536692014,NA,NA
0.3903645331484236,0.3837510044261989,12,144,144,FALSE,White,1,Female,13.0,144,0.3903645331484236,0.3837510044261989,NA,NA
0.4764460950909505,0.649708644239682,11,145,145,FALSE,White,1,Female,15.0,145,0.4764460950909505,0.649708644239682,NA,NA
0.21760212834625245,0.6598008918073097,10,146,146,FALSE,White,1,Female,5.0,146,0.21760212834625245,0.6598008918073097,NA,NA
0.24741104036864817,0.2937199014883179,0,147,147,FALSE,White,1,Female,3.0,147,0.24741104036864817,0.2937199014883179,NA,NA
0.2240529191383275,0.543697085829949,10,148,148,FALSE,White,1,Male,9.0,148,0.2240529191383275,0.543697085829949,NA,NA
0.3281038464785671,0.3714342126530272,11,149,149,FALSE,White,1,Male,11.0,149,0.3281038464785671,0.3714342126530272,NA,NA
0.5956293311286806,0.65445442774323,9,150,150,FALSE,Other,1,Male,5.0,150,0.5956293311286806,0.65445442774323,NA,NA
0.16261930610396783,0.4905623547579168,11,151,151,FALSE,White,1,Male,11.0,151,0.16261930610396783,0.4905623547579168,NA,NA
0.21787578460414897,0.7146205188818079,12,152,152,FALSE,White,1,Male,1.0,152,0.21787578460414897,0.7146205188818079,NA,NA
0.3349323773986018,0.6740448470736701,10,153,153,FALSE,White,1,Male,6.0,153,0.3349323773986018,0.6740448470736701,NA,NA
0.4349019724558949,0.49559134659707305,10,154,154,FALSE,White,1,Female,13.0,154,0.4349019724558949,0.49559134659707305,NA,NA
0.182785401368012,0.4164821294411456,10,155,155,FALSE,White,1,Female,4.0,155,0.182785401368012,0.4164821294411456,NA,NA
0.34464809452926787,0.4623733558492736,10,156,156,FALSE,White,1,Male,15.0,156,0.34464809452926787,0.4623733558492736,NA,NA
0.4255008471843246,0.6434035108628192,10,157,157,FALSE,White,1,Female,4.0,157,0.4255008471843246,0.6434035108628192,NA,NA
0.17406019872821238,0.6735563107891012,9,158,158,FALSE,White,1,Female,4.0,158,0.17406019872821238,0.6735563107891012,NA,NA
0.5842253347760434,0.7230020415624532,11,159,159,FALSE,White,1,Male,2.0,159,0.5842253347760434,0.7230020415624532,NA,NA
0.3564739353645871,0.3038734118160599,11,160,160,FALSE,White,1,Female,6.0,160,0.3564739353645871,0.3038734118160599,NA,NA
0.29191267932807813,0.4350924862233106,11,161,161,FALSE,White,1,Male,18.0,161,0.29191267932807813,0.4350924862233106,NA,NA
0.31666693703599647,0.5035017491996586,10,162,162,FALSE,White,1,Female,11.0,162,0.31666693703599647,0.5035017491996586,NA,NA
0.17627960935854226,0.6519559603576399,12,163,163,FALSE,White,1,Female,5.0,163,0.17627960935854226,0.6519559603576399,NA,NA
0.1146389445081559,0.5245887085410039,11,164,164,FALSE,White,1,Female,3.0,164,0.1146389445081559,0.5245887085410039,NA,NA
0.5483674815318881,0.6716522598573574,9,165,165,FALSE,White,1,Male,4.0,165,0.5483674815318881,0.6716522598573574,NA,NA
0.46887367769811833,0.6296177214665152,12,166,166,FALSE,White,1,Female,9.0,166,0.46887367769811833,0.6296177214665152,NA,NA
0.29659788356630135,0.6563457340830504,9,167,167,FALSE,White,1,Female,11.0,167,0.29659788356630135,0.6563457340830504,NA,NA
0.3515222087059453,0.4909701348435156,10,168,168,FALSE,White,1,Female,12.0,168,0.3515222087059453,0.4909701348435156,NA,NA
0.5265484893847663,0.6354053654984511,9,169,169,FALSE,American Indian,1,Male,15.0,169,0.5265484893847663,0.6354053654984511,NA,NA
0.44975850821660757,0.8013890437190146,11,170,170,FALSE,White,1,Female,5.0,170,0.44975850821660757,0.8013890437190146,NA,NA
0.17886552114676849,0.5523022612748205,11,171,171,FALSE,White,1,Male,11.0,171,0.17886552114676849,0.5523022612748205,NA,NA
0.24040035615573468,0.5018626105784291,11,172,172,FALSE,White,1,Male,10.0,172,0.24040035615573468,0.5018626105784291,NA,NA
0.4605820221930951,0.5844198727789445,9,173,173,FALSE,White,1,Female,9.0,173,0.4605820221930951,0.5844198727789445,NA,NA
0.31355346764989606,0.6243595610501018,9,174,174,FALSE,White,1,Female,14.0,174,0.31355346764989606,0.6243595610501018,NA,NA
0.1910681526124025,0.5748665203050903,10,175,175,FALSE,White,1,Male,14.0,175,0.1910681526124025,0.5748665203050903,NA,NA
0.19070930839828737,0.5292710980679537,11,176,176,FALSE,White,1,Male,20.0,176,0.19070930839828737,0.5292710980679537,NA,NA
0.4471668573029798,0.6391320402769469,9,177,177,FALSE,White,1,Male,17.0,177,0.4471668573029798,0.6391320402769469,NA,NA
0.23197814991847676,0.5858414229401752,10,178,178,FALSE,White,1,Female,22.0,178,0.23197814991847676,0.5858414229401752,NA,NA
0.3095247027848646,0.6095669660207118,12,179,179,FALSE,White,1,Male,13.0,179,0.3095247027848646,0.6095669660207118,NA,NA
0.4467588996234006,0.5764419664538208,9,180,180,FALSE,White,1,Male,25.0,180,0.4467588996234006,0.5764419664538208,NA,NA
0.33006751068017215,0.31777477865398873,11,181,181,FALSE,White,1,Female,8.0,181,0.33006751068017215,0.31777477865398873,NA,NA
0.403436658948973,0.35261793588914275,11,182,182,FALSE,White,1,Female,12.0,182,0.403436658948973,0.35261793588914275,NA,NA
0.3377555309842525,0.5746008570421209,10,183,183,FALSE,White,1,Male,17.0,183,0.3377555309842525,0.5746008570421209,NA,NA
0.4983825551354536,0.5307796078614623,9,184,184,FALSE,White,1,Female,15.0,184,0.4983825551354536,0.5307796078614623,NA,NA
0.32768207606171856,0.5414256124602551,10,185,185,FALSE,White,1,Female,11.0,185,0.32768207606171856,0.5414256124602551,NA,NA
0.20137195360131901,0.5135785473791422,12,186,186,FALSE,White,1,Female,12.0,186,0.20137195360131901,0.5135785473791422,NA,NA
0.33946475382310026,0.6315030177984549,10,187,187,FALSE,White,1,Male,9.0,187,0.33946475382310026,0.6315030177984549,NA,NA
0.49266642115419845,0.08171771638568508,11,188,188,FALSE,White,1,Male,0.0,188,0.49266642115419845,0.08171771638568508,NA,NA
0.27845303968924207,0.5421872824966582,11,189,189,FALSE,White,1,Female,22.0,189,0.27845303968924207,0.5421872824966582,NA,NA
0.2816136605648119,0.46900268038279774,12,190,190,FALSE,White,1,Female,13.0,190,0.2816136605648119,0.46900268038279774,NA,NA
0.2474716425641187,0.5211809247293077,11,191,191,FALSE,White,1,Female,22.0,191,0.2474716425641187,0.5211809247293077,NA,NA
0.39778950473188596,0.43350983591217834,10,192,192,FALSE,White,1,Female,7.0,192,0.39778950473188596,0.43350983591217834,NA,NA
0.4503160967460365,0.6044783648551617,9,193,193,FALSE,White,1,Female,17.0,193,0.4503160967460365,0.6044783648551617,NA,NA
0.3848276254009811,0.8541851665018916,0,194,194,FALSE,Other,1,Female,1.0,194,0.3848276254009811,0.8541851665018916,NA,NA
0.340924307582953,0.587725982318483,9,195,195,FALSE,White,1,Female,13.0,195,0.340924307582953,0.587725982318483,NA,NA
0.2598088318694183,0.5198000713654947,10,196,196,FALSE,White,1,Male,11.0,196,0.2598088318694183,0.5198000713654947,NA,NA
0.2632606570267835,0.5622942887259527,11,197,197,FALSE,White,1,Female,21.0,197,0.2632606570267835,0.5622942887259527,NA,NA
0.2581235844572515,0.5686936654727826,12,198,198,FALSE,White,1,Male,13.0,198,0.2581235844572515,0.5686936654727826,NA,NA
0.47175002751298234,0.5443051829528799,9,199,199,FALSE,White,1,Male,7.0,199,0.47175002751298234,0.5443051829528799,NA,NA
0.2081808514917757,0.5963470474996226,12,200,200,FALSE,White,1,Male,7.0,200,0.2081808514917757,0.5963470474996226,NA,NA
0.18301470774043663,0.4694142178688906,11,201,201,FALSE,White,1,Male,2.0,201,0.18301470774043663,0.4694142178688906,NA,NA
0.33147101944581203,0.7242720628501282,11,202,202,FALSE,Other,1,Male,5.0,202,0.33147101944581203,0.7242720628501282,NA,NA
0.31272112561274734,0.5279692881751725,12,203,203,FALSE,White,1,Male,8.0,203,0.31272112561274734,0.5279692881751725,NA,NA
0.4638605661548597,0.6122890571593427,11,204,204,FALSE,White,1,Female,14.0,204,0.4638605661548597,0.6122890571593427,NA,NA
0.35602176755093645,0.44677602832240876,11,205,205,FALSE,White,1,Male,22.0,205,0.35602176755093645,0.44677602832240876,NA,NA
0.43824358078725,0.5453294335465246,9,206,206,FALSE,White,1,Female,12.0,206,0.43824358078725,0.5453294335465246,NA,NA
0.5847353937528081,0.98897878221178,10,207,207,FALSE,Other,1,Male,0.0,207,0.5847353937528081,0.98897878221178,NA,NA
0.24746702589672126,0.48590966289002085,11,208,208,FALSE,White,1,Female,16.0,208,0.24746702589672126,0.48590966289002085,NA,NA
0.2938135474989456,0.5352206087299685,0,209,209,FALSE,White,1,0,11.0,209,0.2938135474989456,0.5352206087299685,NA,NA
0.37157080686129224,0.5175665993000075,11,210,210,FALSE,White,1,Female,32.0,210,0.37157080686129224,0.5175665993000075,NA,NA
0.19342537536037274,0.44968223668166046,12,211,211,FALSE,White,1,Male,7.0,211,0.19342537536037274,0.44968223668166046,NA,NA
